Crusaders of the Lost Idols,"13 Oct, 2015","Overall user reviews:
Very Positive
						(2,791 reviews)","Free to Play, Clicker, Casual, Indie, Funny, Singleplayer, Fantasy, Strategy, 2D, Addictive, RPG, Idler, Zombies, Multiplayer, Action"
Mr.Mine,"30 Sep, 2020","Overall user reviews:
Very Positive
						(10,844 reviews)","Casual, Free to Play, Idler, Clicker, Mining, Simulation, 2D, Resource Management, Singleplayer, Indie, Multiplayer, Cartoony, Survival"
恋爱关系/Romance,"24 Sep, 2021","Overall user reviews:
Very Positive
						(991 reviews)","Mature, Hentai, Visual Novel, NSFW, Nudity, Interactive Fiction, Simulation, Casual, Anime, Drama, Cute, Point & Click, Clicker, Cartoony, Linear, 2D, Adventure, Sexual Content, Colorful, Story Rich"
My life as an archeologist,"10 Jan, 2022","Overall user reviews:
Very Positive
						(213 reviews)","Hack and Slash, Clicker, Collectathon, Roguelite, PvE, Arcade, Character Customization, Roguelike, Female Protagonist, 2D, Casual, Pixel Graphics, Fantasy, Loot, Class-Based, Mystery, Foreign, Singleplayer, Experimental, Indie"
Insaniquarium Deluxe,"30 Aug, 2006","Overall user reviews:
Overwhelmingly Positive
						(3,311 reviews)","Casual, Classic, Singleplayer, Underwater, Clicker, Simulation, Cute, Aliens, Family Friendly, Colorful, Strategy, Action, Funny, Psychological Horror, Point & Click, Relaxing, Addictive, Difficult, Great Soundtrack, Atmospheric"
Beasts of Bermuda,"21 Dec, 2018","Overall user reviews:
Mostly Positive
						(4,624 reviews)","Simulation, Dinosaurs, Massively Multiplayer, Adventure, Survival, Indie, Open World, Multiplayer, Early Access, PvP, Realistic, Sandbox, Third Person, Horror"
Tumbleweed Destiny,"31 Mar, 2022","Overall user reviews:
Very Positive
						(165 reviews)","Clicker, Roguelite, Idler, Action-Adventure, RPG, 3D, Third Person, Funny, Open World, Controller, Casual, Online Co-Op, Western, Physics, Adventure, Cinematic, Singleplayer, Multiplayer, Co-op, Indie"
Your Chronicle,"4 Apr, 2021","Overall user reviews:
Very Positive
						(838 reviews)","RPG, Idler, Text-Based, Clicker, Adventure, Auto Battler, Free to Play, Collectathon, Singleplayer, 2D, Fantasy, Medieval, Swordplay, Magic, Tactical"
HunieCam Studio,"4 Apr, 2016","Overall user reviews:
Very Positive
						(4,357 reviews)","Mature, Nudity, Sexual Content, Management, Simulation, Clicker, Anime, Singleplayer, Indie, Strategy, Female Protagonist, Hentai, Memes, Cute, Dating Sim, Comedy, Funny, 2D, Casual, Replay Value"
"Creature Clicker - $100,000 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
Creature Clicker - X3 Boss Souls,"24 Jun, 2020",None,"Action, Indie, Casual"
Creature Clicker - X2 Boss Souls,"24 Jun, 2020",None,"Action, Indie, Casual"
"Creature Clicker - $50,000 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
"Creature Clicker - $25,000 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
"Creature Clicker - $10,000 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
"Creature Clicker - $5,000 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
Author Clicker - Facial Expressions Image Pack,"25 Mar, 2019",None,"Indie, Casual"
"Creature Clicker - $2,500 Ingame Credits","10 May, 2020",None,"Action, Indie, Casual"
Author Clicker - Empty Room Image Pack,"19 Mar, 2019",None,"Indie, Casual"
Space Click Miner - Ulitmate HD Clicker,"21 Oct, 2016",None,"Action, Indie, Casual"
Realm Grinder,"15 Jun, 2017","Overall user reviews:
Very Positive
						(5,670 reviews)","Free to Play, Clicker, Strategy, Pixel Graphics, City Builder, Singleplayer, RPG, Casual, 2D, Building, Idler, Resource Management, Indie, Simulation, Multiplayer, Addictive, Fantasy, Point & Click, Base Building, Open World"
Trailer Park Boys: Greasy Money,"18 Apr, 2018","Overall user reviews:
Very Positive
						(1,157 reviews)","Free to Play, Clicker, Simulation, Indie, Casual"
The Promethium Effect - The Idle Clicker MMO,"27 Nov, 2017","Overall user reviews:
Mostly Negative
						(13 reviews)","Massively Multiplayer, Indie, Casual, Action, Clicker, Sci-fi, Atmospheric, Top-Down Shooter, Management, 2D, Competitive"
Hero Zero,"5 Jul, 2016","Overall user reviews:
Very Positive
						(3,055 reviews)","Free to Play, Casual, RPG, Adventure, Massively Multiplayer, Indie, Strategy, Superhero, Multiplayer, Funny, Clicker, Illuminati, Nudity, 2D"
Chicken Police - Paint it RED!,"5 Nov, 2020","Overall user reviews:
Overwhelmingly Positive
						(927 reviews)","Visual Novel, Story Rich, Adventure, Detective, Noir, Point & Click, Crime, Atmospheric, Singleplayer, Conversation, Dark Humor, Cats, Puzzle, Nature, Clicker, Hidden Object, Cinematic, 2.5D, 2D, America"
Creature Clicker - 100 Forest Deck Card Packs,"24 Jun, 2020",None,"Action, Indie, Casual"
Lazy Galaxy 2,"15 Mar, 2022","Overall user reviews:
Very Positive
						(98 reviews)","Clicker, Idler, Auto Battler, RTS, Strategy, RPG, 2D, Base Building, Casual, Pixel Graphics, Space, Sci-fi, Management, Moddable, Building, Aliens, Combat, Singleplayer, Indie, Early Access"
Underworld Idle,"6 May, 2021","Overall user reviews:
Mostly Positive
						(484 reviews)","Early Access, Free to Play, Idler, Strategy, 2D, Clicker, Steampunk, Indie, Fantasy, Underground, Singleplayer, Resource Management, Retro, Economy, Colony Sim, Automation, Pixel Graphics, Grand Strategy, Management, Satire"
PickCrafter,"14 Dec, 2017","Overall user reviews:
Very Positive
						(4,929 reviews)","Clicker, Free to Play, Casual, Singleplayer, Simulation, Pixel Graphics, Crafting, Idler, Indie, Mining, Addictive, 2D, Psychological Horror, Anime, Action"
My Free Zoo,"28 Nov, 2017","Overall user reviews:
Mixed
						(459 reviews)","Free to Play, Casual, Simulation, Building, City Builder, Multiplayer, Management, Cute, Relaxing, Singleplayer, Co-op, Strategy, Clicker, Adventure, Colorful, Isometric, Funny, 2D, Crafting, Nature"
Swaying Girl,"20 Nov, 2020","Overall user reviews:
Very Positive
						(3,579 reviews)","Sexual Content, Mature, Nudity, Hentai, NSFW, Interactive Fiction, RPG, Dating Sim, Casual, Cute, Cartoon, Clicker, Anime, 2D, Puzzle, Singleplayer, Cartoony, Cinematic, Relaxing, Early Access"
Dragon Cliff,"11 May, 2018","Overall user reviews:
Very Positive
						(5,717 reviews)","RPG, Strategy, Casual, Adventure, Loot, Clicker, Pixel Graphics, Idler, Indie, Simulation, Management, Dungeon Crawler, Turn-Based Combat, Turn-Based, Hack and Slash, 2D, Singleplayer, JRPG, Fantasy, RPGMaker"
Behind Glass: Aquarium Simulator,"25 Aug, 2021","Overall user reviews:
Very Positive
						(90 reviews)","Early Access, Underwater, Realistic, Life Sim, Relaxing, 3D, Farming Sim, Nature, Idler, Clicker, Education, Submarine, Building, Physics, Open World, Casual, Simulation, Family Friendly, Colorful, Inventory Management"
Bunny Park,"14 Jan, 2020","Overall user reviews:
Very Positive
						(380 reviews)","Simulation, Cute, Clicker, Sandbox, Building, Casual, Relaxing, Agriculture, Cartoony, Colorful, Family Friendly, Singleplayer, 3D, Indie, City Builder, Point & Click, Management, Colony Sim, Nature, Top-Down"
Idle Pins,"16 Oct, 2021","Overall user reviews:
Mixed
						(342 reviews)","Idler, Clicker, Auto Battler, RPG, Resource Management, Loot, Pixel Graphics, Crafting, Exploration, Economy, Fantasy, Singleplayer, Strategy RPG, Time Management, 2D, Management, Anime, Old School, Relaxing, Base Building"
Wizard And Minion Idle,"7 Feb, 2019","Overall user reviews:
Very Positive
						(581 reviews)","Free to Play, Idler, RPG, Clicker, Strategy, Casual, Indie, Singleplayer, 2D, Pixel Graphics, Retro, Simulation, Management, Dark Fantasy, Procedural Generation"
The Adventure of NAYU,"19 Jan, 2021","Overall user reviews:
Overwhelmingly Positive
						(859 reviews)","Casual, Indie, Cute, Clicker, 2D, Fantasy, Singleplayer, Anime, Female Protagonist"
Increlution,"13 Oct, 2021","Overall user reviews:
Very Positive
						(508 reviews)","Idler, Time Management, Roguelite, Clicker, Early Access, Point & Click, Indie, Strategy RPG, Text-Based, Minimalist, 2D, RPG, Casual, Fantasy, Survival, Resource Management, Old School, Singleplayer"
Epic Battle Fantasy Collection,Spring 2022,None,"Singleplayer, JRPG, Action, 2D Platformer, Adventure, Bullet Hell, Old School, RPG, Anime, Cartoony, Retro, Party-Based RPG, Indie, Casual, Action-Adventure, Platformer, 2D, Collectathon"
SPACEPLAN,"3 May, 2017","Overall user reviews:
Very Positive
						(2,098 reviews)","Casual, Clicker, Indie, Great Soundtrack, Adventure, Space, Singleplayer, Idler"
Weapon Shop Fantasy,"27 Mar, 2017","Overall user reviews:
Very Positive
						(1,340 reviews)","Simulation, RPG, Casual, Indie, Adventure, Pixel Graphics, Management, Crafting, 2D, Clicker, Idler"
Endless World Idle RPG,"5 Dec, 2019","Overall user reviews:
Mostly Positive
						(4,050 reviews)","PvP, Hack and Slash, Clicker, Idler, Racing, RPG, 3D, Action, Casual, Simulation, Anime, Fantasy, Time Travel, Werewolves, Adventure, Cartoon, Co-op, Massively Multiplayer, Multiplayer, Online Co-Op"
Industry Idle,"29 Mar, 2021","Overall user reviews:
Very Positive
						(838 reviews)","Early Access, Automation, Idler, Resource Management, Base Building, Strategy, Clicker, Simulation, Transportation, City Builder, Building, Minimalist, Hex Grid, Economy, Management, Sandbox, Crafting, Procedural Generation, Capitalism, Survival"
AdVenture Capitalist - Savvy Investor Bundle,"17 May, 2016","Overall user reviews:
Mixed
						(39 reviews)","Simulation, Indie, Casual, Free to Play, Clicker"
Heliopedia,"12 Oct, 2021","Overall user reviews:
Very Positive
						(61 reviews)","Simulation, God Game, Sandbox, Creature Collector, Space Sim, Clicker, Exploration, 3D, Space, Colorful, Cute, Stylized, Atmospheric, Building, Crafting, Family Friendly, Funny, Futuristic, Nature, Sci-fi"
DPS IDLE,"21 Aug, 2021","Overall user reviews:
Mixed
						(475 reviews)","Idler, Clicker, Free to Play, Card Game, Casual, Fantasy, Class-Based, Trading Card Game, Singleplayer, Indie, Resource Management, Deckbuilding, 2D, Early Access, Card Battler, Strategy, Crafting"
Incremental Epic Hero,"22 Feb, 2021","Overall user reviews:
Mostly Positive
						(222 reviews)","Idler, Auto Battler, Clicker, Anime, RPG, Free to Play, Cute, Adventure, 2D, Class-Based, Colorful, Cartoon, Cartoony, Crafting, Inventory Management, Character Customization, Combat, Singleplayer, 2D Platformer, Strategy"
Chill Corner,"17 Dec, 2021","Overall user reviews:
Very Positive
						(2,678 reviews)","Relaxing, Atmospheric, Free to Play, Casual, Simulation, Utilities, Music, Idler, Life Sim, Clicker, 3D, Cute, Colorful, Emotional, Indie, Singleplayer, Management, Time Manipulation, Anime, Point & Click"
Adorable Witch,"16 Jun, 2021","Overall user reviews:
Very Positive
						(1,220 reviews)","Sexual Content, Hentai, Nudity, Strategy, Mature, Puzzle, Anime, Dating Sim, Adventure, Clicker, Cute, Female Protagonist, Cartoon, NSFW, Singleplayer, Drama, FPS, 2D"
Seek Girl Ⅶ,"11 Dec, 2020","Overall user reviews:
Mostly Positive
						(1,045 reviews)","Sexual Content, Nudity, Hentai, Mature, Casual, Indie, NSFW, Strategy, FPS, Sokoban, Clicker, Anime, Relaxing, Shooter, Cute, Singleplayer, RPG, Free to Play"
Realm Revolutions,"5 Jan, 2018","Overall user reviews:
Mostly Positive
						(317 reviews)","Free to Play, Clicker, Casual, Singleplayer"
Touch My Spinner,"22 Sep, 2017","Overall user reviews:
Mostly Positive
						(10 reviews)","Indie, Clicker"
Idle Evolution,"3 Apr, 2017","Overall user reviews:
Mostly Positive
						(165 reviews)","Casual, Simulation, Strategy, Indie, Clicker, Idler"
Idle Bouncer,"27 Sep, 2017","Overall user reviews:
Very Positive
						(334 reviews)","Free to Play, Casual, Clicker, Idler"
Blacksmith Legends,"18 Jan, 2022","Overall user reviews:
Mixed
						(88 reviews)","Management, Resource Management, Clicker, Economy, Automation, Simulation, Time Management, Base Building, Strategy RPG, Design & Illustration, Trading, Crafting, Character Customization, Singleplayer, Isometric, Casual, Early Access, Historical, Medieval, Life Sim"
Swarm Simulator: Evolution,"25 Feb, 2019","Overall user reviews:
Mostly Positive
						(428 reviews)","Free to Play, Casual, Clicker, Indie, Simulation, RPG, Singleplayer, Idler"
Press F to pay respects,"28 Feb, 2019","Overall user reviews:
Very Positive
						(173 reviews)","Indie, Casual, Action, Memes, Clicker"
Touch Some Grass,"11 Apr, 2022","Overall user reviews:
Very Positive
						(74 reviews)","Casual, Point & Click, Memes, Clicker, Idler, 3D, First-Person, Realistic, Top-Down, Agriculture, America, Atmospheric, Comedy, Emotional, Funny, Nature, Parody , Politics, Psychological, Satire"
Territory Idle,"10 Sep, 2019","Overall user reviews:
Very Positive
						(1,364 reviews)","Idler, Free to Play, Clicker, Strategy, Indie, Singleplayer, Early Access, Pixel Graphics, 2D, Retro"
Prosperity,"28 May, 2018","Overall user reviews:
Very Positive
						(71 reviews)","Strategy, Indie, Simulation, Casual, Early Access, City Builder, Clicker"
Midas Gold Plus,"1 Feb, 2017","Overall user reviews:
Very Positive
						(1,695 reviews)","Free to Play, Clicker, Indie, Casual, Singleplayer, RPG, Adventure, Strategy, Action, Simulation"
Idle Spiral,"30 Apr, 2022","Overall user reviews:
Mostly Positive
						(86 reviews)","Simulation, Idler, Casual, Clicker, Time Management, Automation, Procedural Generation, Abstract, Sandbox, 2D, Colorful, Strategy, Free to Play, Indie, Relaxing, Space, Education, Resource Management, Singleplayer"
Pincremental,"10 Aug, 2020","Overall user reviews:
Very Positive
						(415 reviews)","Casual, Strategy, Simulation, Clicker, Idler, Physics, Free to Play, Singleplayer, Indie, Pinball"
Achievement Simulator,"21 Aug, 2019","Overall user reviews:
Very Positive
						(62 reviews)","Casual, Simulation, Clicker, Indie, Memes"
ClickRaid,"20 Oct, 2017","Overall user reviews:
Very Positive
						(224 reviews)","Clicker, Action, Adventure, Indie, Casual, Multiplayer"
Idle Monster TD,"20 Jun, 2021","Overall user reviews:
Mostly Positive
						(666 reviews)","Strategy, Tower Defense, Idler, Pixel Graphics, Fantasy, Combat, 2D, Cute, Resource Management, Time Management, Clicker, Casual, Automation, Management, Colorful, Tactical, Free to Play, Building, Singleplayer, PvE"
No-brainer Heroes 挂机吧！勇者,"29 Nov, 2019","Overall user reviews:
Mostly Positive
						(1,280 reviews)","Casual, Adventure, RPG, Indie, Strategy, Simulation, Pixel Graphics, Idler, Clicker"
Super Life (RPG),"18 Jul, 2019","Overall user reviews:
Very Positive
						(412 reviews)","Life Sim, RPG, 2.5D, Comedy, Simulation, Singleplayer, Cartoony, Casual, Indie, Capitalism, Satire, Top-Down, Cute, Clicker, Economy, Memes, Adventure, Puzzle, Funny, Walking Simulator"
Toadled,"22 Sep, 2016","Overall user reviews:
Very Positive
						(244 reviews)","Action, Indie, Casual, Clicker, Cute, Singleplayer, Great Soundtrack, Memes"
Scream Collector,"26 Oct, 2017","Overall user reviews:
Very Positive
						(649 reviews)","Free to Play, Casual, Clicker, Pixel Graphics, Horror, Idler, Singleplayer"
Dexter Stardust : Adventures in Outer Space,"2 Mar, 2022","Overall user reviews:
Positive
						(27 reviews)","Adventure, Point & Click, Action-Adventure, Interactive Fiction, Visual Novel, Puzzle, Side Scroller, Choose Your Own Adventure, Clicker, 2D, Anime, Cartoony, Cinematic, Colorful, Comic Book, Hand-drawn, Cartoon, 1980s, Sci-fi, Science"
Tap Wizard 2,"20 Dec, 2021","Overall user reviews:
Very Positive
						(243 reviews)","Early Access, Idler, Top-Down Shooter, Action RPG, Dark Fantasy, Pixel Graphics, 2D, Action, Hack and Slash, RPG, Inventory Management, Top-Down, Clicker, Fantasy, Simulation, Combat, PvE, Character Customization, Singleplayer, Free to Play"
click to ten,"9 Mar, 2022","Overall user reviews:
Very Positive
						(852 reviews)","Psychological Horror, Hentai, Sexual Content, Action, Nudity, God Game, Clicker, Story Rich, Free to Play, Souls-like, Mystery, Great Soundtrack, Strategy, Horror, Singleplayer, Indie, Adventure, 2D, Linear, Casual"
PLANETS OF WAR,"30 Jun, 2017","Overall user reviews:
Mostly Positive
						(45 reviews)","Action, Indie, Adventure, Space, Clicker"
ClickBit,"2 Dec, 2017","Overall user reviews:
Mixed
						(25 reviews)","Indie, Casual, Clicker"
Gopnik Simulator,"15 May, 2018","Overall user reviews:
Mixed
						(44 reviews)","Simulation, Indie, Casual, Clicker"
Shop Heroes,"15 Aug, 2016","Overall user reviews:
Mixed
						(3,585 reviews)","Free to Play, Simulation, Casual, Crafting, Strategy, RPG, Massively Multiplayer, Building, Management, Multiplayer, Fantasy, Clicker, Singleplayer, Loot, Co-op, 2D, MMORPG, Action RPG, Action, Anime"
Timberman,"18 Sep, 2015","Overall user reviews:
Very Positive
						(8,014 reviews)","Casual, Pixel Graphics, Indie, Multiplayer, Action, 2D, Singleplayer, Arcade, Difficult, Local Multiplayer, Funny, Clicker, Fast-Paced, 4 Player Local"
Vostok Inc.,"26 Jul, 2017","Overall user reviews:
Mixed
						(63 reviews)","Casual, Action, Indie, Clicker"
Feed the Pets Origins,"1 Oct, 2018","Overall user reviews:
Mixed
						(15 reviews)","Indie, Casual, Clicker"
Transport Defender,"11 Sep, 2017","Overall user reviews:
Very Positive
						(382 reviews)","Free to Play, Casual, Clicker, Strategy, Idler"
Roll,"13 May, 2021","Overall user reviews:
Very Positive
						(263 reviews)","Deckbuilding, Strategy, Score Attack, Relaxing, Clicker, Procedural Generation, Minimalist, Replay Value, Casual, Modern, Choices Matter, Indie, Solitaire, Arcade, Family Friendly, 2D, Board Game, Resource Management, Singleplayer, Roguelike Deckbuilder"
Loot Box Quest,"13 Dec, 2017","Overall user reviews:
Very Positive
						(377 reviews)","Casual, Clicker, Satire, Funny, Indie, Dark Comedy, Memes"
